q_index,question,answers,sentence,ml_answer,ml_score,score
3756_10,When was it reported?,2022-02-08,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-09,0.002458939328789711,False
3756_11,When was the incident submitted?,2022-02-08 23:50:10,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-08,0.1282559484243393,True
3756_12,When did the dispatcher submit the task?,2022-02-08 23:50:10,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-08,0.024829333648085594,True
3756_13,When did they respond?,2022-02-08 23:51:08,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-08 23:51:08,0.20816509425640106,True
3756_14,When did the unit acknowledge they were on route?,2022-02-08 23:51:08,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-09,0.001008582883514464,False
3756_15,When did they arrive on scene?,2022-02-09 00:00:22,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-09,0.4759919047355652,True
3756_16,When did they arrive?,2022-02-09 00:00:22,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-09,0.037193696945905685,True
3756_17,When did they get there?,2022-02-09 00:00:22,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-08,0.0018977895379066467,False
3756_18,What was the disposition?,Code 2 Transport,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",Code 2,0.0045178234577178955,True
3756_19,Why did it end?,Code 2 Transport,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",23:51:08,7.992829864633677e-07,False
3756_20,When did the unit leave?,2022-02-09T01:06:42.000,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-09,0.000166126003023237,True
3756_21,When did they leave?,2022-02-09T01:06:42.000,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-09,0.00015709134459029883,True
3756_22,When did it end?,2022-02-09T01:06:42.000,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-08 23:51:08,0.00129284942522645,False
3756_23,What address?,300 Block of EDDY ST,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",300 Block of EDDY ST|city San Francisco,0.0027548763900995255,False
3756_24,Where is it?,"['300 Block of EDDY ST', 'Tenderloin']","call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",San Francisco,0.010640360414981842,False
3756_25,What is the location?,"['300 Block of EDDY ST', 'Tenderloin']","call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",2022-02-09,0.012612860649824142,False
3756_26,What is the zipcode?,94102.0,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",94102.0,0.14643257856369019,True
3756_27,What zip?,94102.0,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",94102.0,0.0009365628939121962,True
