q_index,question,answers,sentence,ml_answer,ml_score,score
3756_18,What was the disposition?,Code 2 Transport,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",23,1.7500453395769e-05,False
3756_19,Why did it end?,Code 2 Transport,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",23,1.7704853235045448e-05,False
3756_20,When did the unit leave?,2022-02-09T01:06:42.000,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",23,1.7491207472630776e-05,False
3756_21,When did they leave?,2022-02-09T01:06:42.000,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",23,1.7676602510618977e-05,False
3756_22,When did it end?,2022-02-09T01:06:42.000,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",23,1.78950958797941e-05,False
3756_23,What address?,300 Block of EDDY ST,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",Block of EDDY ST|city San Francisco|zipcode_of,1.7547814422869124e-05,False
3756_24,Where is it?,"['300 Block of EDDY ST', 'Tenderloin']","call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",Block of EDDY ST|city San Francisco|zipcode_of,1.6982601664494723e-05,False
3756_25,What is the location?,"['300 Block of EDDY ST', 'Tenderloin']","call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",23,1.7263681002077647e-05,False
3756_26,What is the zipcode?,94102.0,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",Block of EDDY ST|city San Francisco|zipcode_of,1.762573083397001e-05,False
3756_27,What zip?,94102.0,"call_number 220393688|unit_id AM118|incident_number 22018525|call_type Medical Incident|call_date 2022-02-08|watch_date 2022-02-08|received_dttm 2022-02-08 23:50:10|entry_dttm 2022-02-08 23:50:10|dispatch_dttm 2022-02-08 23:50:35|response_dttm 2022-02-08 23:51:08|call_final_disposition Code 2 Transport|available_dttm 2022-02-09T01:06:42.000|address 300 Block of EDDY ST|city San Francisco|zipcode_of_incident 94102.0|battalion B02|station_area 3.0|box 1540.0|original_priority C|priority 2|final_priority 2|als_unit False|call_type_group Non Life-threatening|number_of_alarms 1|unit_type PRIVATE|unit_sequence_in_call_dispatch 1|fire_prevention_district 2|supervisor_district 6|neighborhoods_analysis_boundaries Tenderlo|rowid 220393688-AM118|case_location {'type': 'Point', 'coordinat|on_scene_dttm 2022-02-09 00:00:22|transport_dttm 2022-02-09 00:19:16|hospital_dttm 2022-02-09 00:29:52",Block of EDDY ST|city San Francisco|zipcode_of,1.8200671547674574e-05,False
